timestamp,sniffer_rss,sniffer_vsz,detector_rss,detector_vsz,system_free,system_available
2025-10-26 09:05:54.4,5625.9,79688.139,281.447,492.7294,7356,
2025-10-26 09:05:59.4,5625.9,79688.139,281.447,492.7294,7356,
2025-10-26 09:06:05.4,5625.9,79688.139,281.447,492.7286,7348,
2025-10-26 09:06:10.4,5625.9,79688.139,281.447,492.7286,7348,
2025-10-26 09:06:15.4,5625.9,79688.139,281.447,492.7303,7366,
2025-10-26 09:06:21.4,5625.9,79688.139,281.447,492.7301,7363,
2025-10-26 09:06:26.4,5625.9,79688.139,281.447,492.7299,7361,
2025-10-26 09:06:31.4,5625.9,79688.139,281.447,492.7306,7368,
2025-10-26 09:06:36.4,5625.9,79688.139,281.447,492.7306,7368,
2025-10-26 09:06:42.4,5625.9,79688.139,281.447,492.7304,7366,
2025-10-26 09:06:47.4,5625.9,79688.139,281.447,492.7295,7358,
2025-10-26 09:06:52.4,5625.9,79688.139,281.447,492.7294,7357,
2025-10-26 09:06:58.4,5625.9,79688.139,281.447,492.7306,7369,
2025-10-26 09:07:03.4,5625.9,79688.139,281.447,492.7303,7366,
2025-10-26 09:07:08.4,5625.9,79688.139,281.447,492.7298,7361,
2025-10-26 09:07:14.4,5625.9,79688.139,281.447,492.7285,7346,
2025-10-26 09:07:19.4,5625.9,79688.139,281.447,492.7302,7365,
2025-10-26 09:07:24.4,5625.9,79688.139,281.447,492.7293,7356,
2025-10-26 09:07:30.4,5625.9,79688.139,281.447,492.7293,7356,
2025-10-26 09:07:35.4,5625.9,79688.139,281.447,492.7297,7360,
2025-10-26 09:07:40.4,5625.9,79688.139,281.447,492.7297,7360,
2025-10-26 09:07:45.4,5625.9,79688.139,281.447,492.7306,7368,
2025-10-26 09:07:51.4,5625.9,79688.139,281.447,492.7311,7373,
2025-10-26 09:07:56.4,5625.9,79688.139,281.447,492.7293,7356,
2025-10-26 09:08:01.4,5625.9,79688.139,281.447,492.7299,7362,
2025-10-26 09:08:06.4,5625.9,79688.139,281.447,492.7305,7368,
2025-10-26 09:08:12.4,5625.9,79688.139,281.447,492.7303,7367,
2025-10-26 09:08:17.4,5625.9,79688.139,281.447,492.7297,7361,
2025-10-26 09:08:22.4,5625.9,79688.139,281.447,492.7295,7359,
2025-10-26 09:08:27.4,5625.9,79688.139,281.447,492.7305,7368,
2025-10-26 09:08:33.4,5625.9,79688.139,281.447,492.7304,7368,
2025-10-26 09:08:38.4,5625.9,79688.139,281.447,492.7248,7357,
2025-10-26 09:08:43.4,5625.9,79688.139,281.447,492.7248,7357,
2025-10-26 09:08:48.4,5625.9,79688.139,281.447,492.7252,7361,
2025-10-26 09:08:54.4,5625.9,79688.139,281.447,492.7256,7365,
2025-10-26 09:08:59.4,5625.9,79688.139,281.447,492.7255,7364,
2025-10-26 09:09:04.4,5625.9,79688.139,281.447,492.7254,7363,
2025-10-26 09:09:10.4,5625.9,79688.139,281.447,492.7250,7359,
2025-10-26 09:09:15.4,5625.9,79688.139,281.447,492.7250,7359,
2025-10-26 09:09:20.4,5625.9,79688.139,281.447,492.7252,7361,
2025-10-26 09:09:25.4,5625.9,79688.139,281.447,492.7251,7360,
2025-10-26 09:09:31.4,5625.9,79688.139,281.447,492.7256,7365,
2025-10-26 09:09:36.4,5625.9,79688.139,281.447,492.7254,7363,
2025-10-26 09:09:41.4,5625.9,79688.139,281.447,492.7248,7357,
2025-10-26 09:09:46.4,5625.9,79688.139,281.447,492.7247,7356,
2025-10-26 09:09:52.4,5625.9,79688.139,281.447,492.7255,7364,
2025-10-26 09:09:57.4,5625.9,79688.139,281.447,492.7252,7361,
2025-10-26 09:10:02.4,5625.9,79688.139,281.447,492.7243,7353,
2025-10-26 09:10:08.4,5625.9,79688.139,281.447,492.7243,7353,
2025-10-26 09:10:13.4,5625.9,79688.139,281.447,492.7249,7358,
2025-10-26 09:10:18.4,5625.9,79688.139,281.447,492.7246,7356,
2025-10-26 09:10:23.4,5625.9,79688.139,281.447,492.7256,7366,
2025-10-26 09:10:29.4,5625.9,79688.139,281.447,492.7251,7359,
2025-10-26 09:10:34.4,5625.9,79688.139,281.447,492.7246,7356,
2025-10-26 09:10:39.4,5625.9,79688.139,281.447,492.7254,7364,
2025-10-26 09:10:45.4,5625.9,79688.139,281.447,492.7252,7362,
2025-10-26 09:10:50.4,5625.9,79688.139,281.447,492.7253,7363,
2025-10-26 09:10:55.4,5625.9,79688.139,281.447,492.7251,7361,
2025-10-26 09:11:00.4,5625.9,79688.139,281.447,492.7251,7361,
2025-10-26 09:11:06.4,5625.9,79688.139,281.447,492.7250,7360,
2025-10-26 09:11:11.4,5625.9,79688.139,281.447,492.7247,7357,
2025-10-26 09:11:16.4,5625.9,79688.139,281.447,492.7247,7357,
2025-10-26 09:11:21.4,5625.9,79688.139,281.447,492.7260,7370,
2025-10-26 09:11:27.4,5625.9,79688.139,281.447,492.7257,7367,
2025-10-26 09:11:32.4,5625.9,79688.139,281.447,492.7250,7361,
2025-10-26 09:11:37.4,5625.9,79688.139,281.447,492.7250,7361,
2025-10-26 09:11:43.4,5625.9,79688.139,281.447,492.7253,7363,
2025-10-26 09:11:48.4,5625.9,79688.139,281.447,492.7259,7370,
2025-10-26 09:11:53.4,5625.9,79688.139,281.447,492.7257,7367,
2025-10-26 09:11:58.4,5625.9,79688.139,281.447,492.7254,7365,
2025-10-26 09:12:04.4,5625.9,79688.139,281.447,492.7259,7370,
2025-10-26 09:12:09.4,5625.9,79688.139,281.447,492.7263,7373,
2025-10-26 09:12:14.4,5625.9,79688.139,281.447,492.7254,7365,
2025-10-26 09:12:20.4,5625.9,79688.139,281.447,492.7252,7363,
2025-10-26 09:12:28.4,5625.9,79688.139,281.447,492.7250,7360,
2025-10-26 09:12:35.4,5625.9,79688.139,281.447,492.7249,7360,
2025-10-26 09:12:40.4,5625.9,79688.139,281.447,492.7253,7364,
2025-10-26 09:12:45.4,5625.9,79688.139,281.447,492.7250,7361,
2025-10-26 09:12:51.4,5625.9,79688.139,281.447,492.7252,7363,
2025-10-26 09:12:56.4,5625.9,79688.139,281.447,492.7251,7362,
2025-10-26 09:13:01.4,5625.9,79688.139,281.447,492.7247,7359,
2025-10-26 09:13:07.4,5625.9,79688.139,281.447,492.7247,7359,
2025-10-26 09:13:12.4,5625.9,79688.139,281.447,492.7242,7353,
2025-10-26 09:13:17.4,5625.9,79688.139,281.447,492.7255,7366,
2025-10-26 09:13:22.4,5625.9,79688.139,281.447,492.7250,7361,
2025-10-26 09:13:28.4,5625.9,79688.139,281.447,492.7241,7352,
2025-10-26 09:13:33.4,5625.9,79688.139,281.447,492.7246,7357,
2025-10-26 09:13:38.4,5625.9,79688.139,281.447,492.7246,7358,
2025-10-26 09:13:44.4,5625.9,79688.139,281.447,492.7257,7369,
2025-10-26 09:13:49.4,5625.9,79688.139,281.447,492.7255,7366,
2025-10-26 09:13:54.4,5625.9,79688.139,281.447,492.7253,7365,
2025-10-26 09:13:59.4,5625.9,79688.139,281.447,492.7248,7360,
2025-10-26 09:14:05.4,5625.9,79688.139,281.447,492.7248,7359,
2025-10-26 09:14:10.4,5625.9,79688.139,281.447,492.7252,7364,
2025-10-26 09:14:15.4,5625.9,79688.139,281.447,492.7252,7363,
2025-10-26 09:14:20.4,5625.9,79688.139,281.447,492.7244,7356,
2025-10-26 09:14:26.4,5625.9,79688.139,281.447,492.7243,7354,
2025-10-26 09:14:31.4,5625.9,79688.139,281.447,492.7253,7365,
2025-10-26 09:14:36.4,5625.9,79688.139,281.447,492.7253,7365,
2025-10-26 09:14:41.4,5625.9,79688.139,281.447,492.7253,7365,
2025-10-26 09:14:47.4,5625.9,79688.139,281.447,492.7257,7369,
2025-10-26 09:14:52.4,5625.9,79688.139,281.447,492.7244,7356,
2025-10-26 09:14:57.4,5625.9,79688.139,281.447,492.7249,7360,
2025-10-26 09:15:03.4,5625.9,79688.139,281.447,492.7251,7363,
2025-10-26 09:15:08.4,5625.9,79688.139,281.447,492.7250,7362,
2025-10-26 09:15:13.4,5625.9,79688.139,281.447,492.7246,7358,
2025-10-26 09:15:18.4,5625.9,79688.139,281.447,492.7245,7357,
2025-10-26 09:15:24.4,5625.9,79688.139,281.447,492.7252,7364,
2025-10-26 09:15:29.4,5625.9,79688.139,281.447,492.7250,7362,
2025-10-26 09:15:34.4,5625.9,79688.139,281.447,492.7243,7355,
2025-10-26 09:15:39.4,5625.9,79688.139,281.447,492.7248,7360,
2025-10-26 09:15:45.4,5625.9,79688.139,281.447,492.7253,7365,
2025-10-26 09:15:50.4,5625.9,79688.139,281.447,492.7256,7368,
2025-10-26 09:15:55.4,5625.9,79688.139,281.447,492.7258,7370,
2025-10-26 09:16:00.4,5625.9,79688.139,281.447,492.7255,7368,
2025-10-26 09:16:06.4,5625.9,79688.139,281.447,492.7247,7359,
2025-10-26 09:16:11.4,5625.9,79688.139,281.447,492.7247,7359,
2025-10-26 09:16:16.4,5625.9,79688.139,281.447,492.7250,7362,
2025-10-26 09:16:21.4,5625.9,79688.139,281.447,492.7247,7359,
2025-10-26 09:16:27.4,5625.9,79688.139,281.447,492.7253,7365,
2025-10-26 09:16:32.4,5625.9,79688.139,281.447,492.7251,7364,
2025-10-26 09:16:37.4,5625.9,79688.139,281.447,492.7245,7358,
2025-10-26 09:16:42.4,5625.9,79688.139,281.447,492.7251,7364,
2025-10-26 09:16:48.4,5625.9,79688.139,281.447,492.7242,7354,
2025-10-26 09:16:53.4,5625.9,79688.139,281.447,492.7249,7362,
2025-10-26 09:16:58.4,5625.9,79688.139,281.447,492.7249,7362,
2025-10-26 09:17:03.4,5625.9,79688.139,281.447,492.7246,7358,
2025-10-26 09:17:09.4,5625.9,79688.139,281.447,492.7255,7367,
2025-10-26 09:17:14.4,5625.9,79688.139,281.447,492.7241,7357,
2025-10-26 09:17:19.4,5625.9,79688.139,281.447,492.7250,7363,
2025-10-26 09:17:25.4,5625.9,79688.139,281.447,492.7244,7357,
2025-10-26 09:17:30.4,5625.9,79688.139,281.447,492.7242,7355,
2025-10-26 09:17:35.4,5625.9,79688.139,281.447,492.7237,7350,
2025-10-26 09:17:40.4,5625.9,79688.139,281.447,492.7237,7350,
2025-10-26 09:17:46.4,5625.9,79688.139,281.447,492.7248,7361,
2025-10-26 09:17:51.4,5625.9,79688.139,281.447,492.7253,7365,
2025-10-26 09:17:57.4,5625.9,79688.139,281.447,492.7247,7360,
2025-10-26 09:18:02.4,5625.9,79688.139,281.447,492.7245,7358,
2025-10-26 09:18:07.4,5625.9,79688.139,281.447,492.7246,7359,
2025-10-26 09:18:12.4,5625.9,79688.139,281.447,492.7246,7359,
2025-10-26 09:18:18.4,5625.9,79688.139,281.447,492.7244,7357,
2025-10-26 09:18:23.4,5625.9,79688.139,281.447,492.7243,7356,
2025-10-26 09:18:28.4,5625.9,79688.139,281.447,492.7247,7360,
2025-10-26 09:18:33.4,5625.9,79688.139,281.447,492.7246,7359,
2025-10-26 09:18:39.4,5625.9,79688.139,281.447,492.7248,7361,
2025-10-26 09:18:44.4,5625.9,79688.139,281.447,492.7248,7361,
2025-10-26 09:18:49.4,5625.9,79688.139,281.447,492.7250,7363,
2025-10-26 09:18:55.4,5625.9,79688.139,281.447,492.7249,7362,
2025-10-26 09:19:00.4,5625.9,79688.139,281.447,492.7245,7358,
2025-10-26 09:19:05.4,5625.9,79688.139,281.447,492.7250,7364,
2025-10-26 09:19:10.4,5625.9,79688.139,281.447,492.7244,7357,
2025-10-26 09:19:16.4,5625.9,79688.139,281.447,492.7242,7355,
2025-10-26 09:19:21.4,5625.9,79688.139,281.447,492.7245,7359,
2025-10-26 09:19:26.4,5625.9,79688.139,281.447,492.7252,7366,
2025-10-26 09:19:31.4,5625.9,79688.139,281.447,492.7240,7354,
2025-10-26 09:19:37.4,5625.9,79688.139,281.447,492.7246,7360,
2025-10-26 09:19:42.4,5625.9,79688.139,281.447,492.7248,7361,
2025-10-26 09:19:47.4,5625.9,79688.139,281.447,492.7247,7361,
2025-10-26 09:19:53.4,5625.9,79688.139,281.447,492.7246,7359,
2025-10-26 09:19:58.4,5625.9,79688.139,281.447,492.7246,7359,
2025-10-26 09:20:03.4,5625.9,79688.139,281.447,492.7248,7362,
2025-10-26 09:20:08.4,5625.9,79688.139,281.447,492.7246,7359,
2025-10-26 09:20:14.4,5625.9,79688.139,281.447,492.7235,7349,
2025-10-26 09:20:19.4,5625.9,79688.139,281.447,492.7234,7348,
2025-10-26 09:20:24.4,5625.9,79688.139,281.447,492.7244,7358,
2025-10-26 09:20:30.4,5625.9,79688.139,281.447,492.7243,7357,
2025-10-26 09:20:35.4,5625.9,79688.139,281.447,492.7249,7363,
2025-10-26 09:20:40.4,5625.9,79688.139,281.447,492.7241,7356,
2025-10-26 09:20:45.4,5625.9,79688.139,281.447,492.7247,7361,
2025-10-26 09:20:51.4,5625.9,79688.139,281.447,492.7239,7353,
2025-10-26 09:20:56.4,5625.9,79688.139,281.447,492.7244,7358,
2025-10-26 09:21:01.4,5625.9,79688.139,281.447,492.7245,7360,
2025-10-26 09:21:07.4,5625.9,79688.139,281.447,492.7248,7363,
2025-10-26 09:21:12.4,5625.9,79688.139,281.447,492.7238,7353,
2025-10-26 09:21:17.4,5625.9,79688.139,281.447,492.7245,7360,
2025-10-26 09:21:22.4,5625.9,79688.139,281.447,492.7243,7357,
2025-10-26 09:21:28.4,5625.9,79688.139,281.447,492.7250,7364,
2025-10-26 09:21:33.4,5625.9,79688.139,281.447,492.7242,7356,
2025-10-26 09:21:38.4,5625.9,79688.139,281.447,492.7245,7360,
2025-10-26 09:21:44.4,5625.9,79688.139,281.447,492.7244,7358,
2025-10-26 09:21:49.4,5625.9,79688.139,281.447,492.7243,7358,
2025-10-26 09:21:54.4,5625.9,79688.139,281.447,492.7245,7359,
2025-10-26 09:21:59.4,5625.9,79688.139,281.447,492.7243,7358,
2025-10-26 09:22:05.4,5625.9,79688.139,281.447,492.7238,7352,
2025-10-26 09:22:10.4,5625.9,79688.139,281.447,492.7236,7351,
2025-10-26 09:22:15.4,5625.9,79688.139,281.447,492.7239,7354,
2025-10-26 09:22:20.4,5625.9,79688.139,281.447,492.7238,7353,
2025-10-26 09:22:26.4,5625.9,79688.139,281.447,492.7244,7359,
2025-10-26 09:22:31.4,5625.9,79688.139,281.447,492.7248,7363,
2025-10-26 09:22:36.4,5625.9,79688.139,281.447,492.7248,7363,
2025-10-26 09:22:41.4,5625.9,79688.139,281.447,492.7246,7361,
2025-10-26 09:22:47.4,5625.9,79688.139,281.447,492.7239,7353,
2025-10-26 09:22:52.4,5625.9,79688.139,281.447,492.7239,7353,
2025-10-26 09:22:57.4,5625.9,79688.139,281.447,492.7241,7356,
2025-10-26 09:23:02.4,5625.9,79688.139,281.447,492.7241,7356,
2025-10-26 09:23:08.4,5625.9,79688.139,281.447,492.7240,7355,
2025-10-26 09:23:13.4,5625.9,79688.139,281.447,492.7240,7362,
2025-10-26 09:23:18.4,5625.9,79688.139,281.447,492.7253,7368,
2025-10-26 09:23:24.4,5625.9,79688.139,281.447,492.7249,7364,
2025-10-26 09:23:29.4,5625.9,79688.139,281.447,492.7244,7359,
2025-10-26 09:23:34.4,5625.9,79688.139,281.447,492.7244,7359,
2025-10-26 09:23:39.4,5625.9,79688.139,281.447,492.7242,7357,
2025-10-26 09:23:45.4,5625.9,79688.139,281.447,492.7241,7356,
2025-10-26 09:23:50.4,5625.9,79688.139,281.447,492.7240,7355,
2025-10-26 09:23:55.4,5625.9,79688.139,281.447,492.7236,7351,
2025-10-26 09:24:00.4,5625.9,79688.139,281.447,492.7249,7364,
2025-10-26 09:24:06.4,5625.9,79688.139,281.447,492.7247,7362,
2025-10-26 09:24:11.4,5625.9,79688.139,281.447,492.7244,7360,
2025-10-26 09:24:16.4,5625.9,79688.139,281.447,492.7251,7366,
2025-10-26 09:24:22.4,5625.9,79688.139,281.447,492.7236,7351,
2025-10-26 09:24:27.4,5625.9,79688.139,281.447,492.7243,7358,
2025-10-26 09:24:32.4,5625.9,79688.139,281.447,492.7235,7351,
2025-10-26 09:24:37.4,5625.9,79688.139,281.447,492.7242,7358,
2025-10-26 09:24:43.4,5625.9,79688.139,281.447,492.7247,7362,
2025-10-26 09:24:48.4,5625.9,79688.139,281.447,492.7237,7352,
2025-10-26 09:24:53.4,5625.9,79688.139,281.447,492.7245,7361,
2025-10-26 09:24:59.4,5625.9,79688.139,281.447,492.7247,7363,
2025-10-26 09:25:04.4,5625.9,79688.139,281.447,492.7246,7361,
2025-10-26 09:25:09.4,5625.9,79688.139,281.447,492.7238,7354,
2025-10-26 09:25:15.4,5625.9,79688.139,281.447,492.7238,7354,
2025-10-26 09:25:20.4,5625.9,79688.139,281.447,492.7246,7362,
2025-10-26 09:25:25.4,5625.9,79688.139,281.447,492.7244,7360,
