timestamp,net_rx_bytes,net_tx_bytes,net_rx_packets,net_tx_packets
2025-10-26 09:09:31.114614,174538.0,0,,
2025-10-26 09:09:36.115124,175378.0,0,,
2025-10-26 09:09:41.116924,178302.0,0,,
2025-10-26 09:09:46.117044,178490.0,0,,
2025-10-26 09:09:52.117224,178776.0,0,,
2025-10-26 09:09:57.118424,180688.0,0,,
2025-10-26 09:10:02.118724,181178.0,0,,
2025-10-26 09:10:08.118844,181366.0,0,,
2025-10-26 09:10:13.120284,183658.0,0,,
2025-10-26 09:10:18.120404,183846.0,0,,
2025-10-26 09:10:23.121814,185948.0,0,,
2025-10-26 09:10:29.121934,186136.0,0,,
2025-10-26 09:10:34.122114,186422.0,0,,
2025-10-26 09:10:39.123704,188962.0,0,,
2025-10-26 09:10:45.123914,189232.0,0,,
2025-10-26 09:10:50.124094,189518.0,0,,
2025-10-26 09:10:55.125294,191402.0,0,,
2025-10-26 09:11:00.125474,191680.0,0,,
2025-10-26 09:11:06.125594,191868.0,0,,
2025-10-26 09:11:11.126914,193932.0,0,,
2025-10-26 09:11:16.127154,194308.0,0,,
2025-10-26 09:11:21.127394,194684.0,0,,
2025-10-26 09:11:27.128834,196956.0,0,,
2025-10-26 09:11:32.129104,197332.0,0,,
2025-10-26 09:11:37.129374,197664.0,0,,
2025-10-26 09:11:43.130934,200116.0,0,,
2025-10-26 09:11:48.131414,200898.0,0,,
2025-10-26 09:11:53.131654,201266.0,0,,
2025-10-26 09:11:58.132854,203250.0,0,,
2025-10-26 09:12:04.133034,203536.0,0,,
2025-10-26 09:12:09.133154,203724.0,0,,
2025-10-26 09:12:14.134654,206030.0,0,,
2025-10-26 09:12:20.134774,206218.0,0,,
2025-10-26 09:12:28.135854,207938.0,0,,
2025-10-26 09:12:35.135974,208126.0,0,,
2025-10-26 09:12:40.136214,208502.0,0,,
2025-10-26 09:12:45.137354,210272.0,0,,
2025-10-26 09:12:51.137714,210738.0,0,,
2025-10-26 09:12:56.137834,210926.0,0,,
2025-10-26 09:13:01.139694,213836.0,0,,
2025-10-26 09:13:07.139814,214024.0,0,,
2025-10-26 09:13:12.140224,214498.0,0,,
2025-10-26 09:13:17.141484,216500.0,0,,
2025-10-26 09:13:22.141664,216786.0,0,,
2025-10-26 09:13:28.142084,217492.0,0,,
2025-10-26 09:13:33.143344,219450.0,0,,
2025-10-26 09:13:38.143524,219736.0,0,,
2025-10-26 09:13:44.143644,219924.0,0,,
2025-10-26 09:13:49.145324,222400.0,0,,
2025-10-26 09:13:54.145444,222580.0,0,,
2025-10-26 09:13:59.146074,223640.0,0,,
2025-10-26 09:14:05.147334,225626.0,0,,
2025-10-26 09:14:10.147514,225912.0,0,,
2025-10-26 09:14:15.147694,226206.0,0,,
2025-10-26 09:14:20.149014,228278.0,0,,
2025-10-26 09:14:26.149284,228610.0,0,,
2025-10-26 09:14:31.150544,230584.0,0,,
2025-10-26 09:14:36.150664,230772.0,0,,
2025-10-26 09:14:41.150844,231058.0,0,,
2025-10-26 09:14:47.152164,233126.0,0,,
2025-10-26 09:14:52.152344,233412.0,0,,
2025-10-26 09:14:57.152554,233690.0,0,,
2025-10-26 09:15:03.154024,235934.0,0,,
2025-10-26 09:15:08.154144,236122.0,0,,
2025-10-26 09:15:13.154684,237016.0,0,,
2025-10-26 09:15:18.156004,239012.0,0,,
2025-10-26 09:15:24.156184,239298.0,0,,
2025-10-26 09:15:29.156304,239486.0,0,,
2025-10-26 09:15:34.157504,241362.0,0,,
2025-10-26 09:15:39.157624,241550.0,0,,
2025-10-26 09:15:45.157804,241836.0,0,,
2025-10-26 09:15:50.159064,243794.0,0,,
2025-10-26 09:15:55.159244,244080.0,0,,
2025-10-26 09:16:00.159514,244404.0,0,,
2025-10-26 09:16:06.161044,246766.0,0,,
2025-10-26 09:16:11.161224,247044.0,0,,
2025-10-26 09:16:16.161464,247428.0,0,,
2025-10-26 09:16:21.163624,250944.0,0,,
2025-10-26 09:16:27.163804,251230.0,0,,
2025-10-26 09:16:32.163924,251418.0,0,,
2025-10-26 09:16:37.165304,253572.0,0,,
2025-10-26 09:16:42.165424,253752.0,0,,
2025-10-26 09:16:48.166924,256186.0,0,,
2025-10-26 09:16:53.167044,256374.0,0,,
2025-10-26 09:16:58.167404,256982.0,0,,
2025-10-26 09:17:03.168784,259252.0,0,,
2025-10-26 09:17:09.168964,259538.0,0,,
2025-10-26 09:17:14.169654,260712.0,0,,
2025-10-26 09:17:19.170974,262880.0,0,,
2025-10-26 09:17:25.171154,263174.0,0,,
2025-10-26 09:17:30.171274,263362.0,0,,
2025-10-26 09:17:35.172774,265780.0,0,,
2025-10-26 09:17:40.172894,265960.0,0,,
2025-10-26 09:17:46.173074,266246.0,0,,
2025-10-26 09:17:51.174334,268176.0,0,,
2025-10-26 09:17:57.174514,268462.0,0,,
2025-10-26 09:18:02.174634,268650.0,0,,
2025-10-26 09:18:07.176314,271226.0,0,,
2025-10-26 09:18:12.176494,271512.0,0,,
2025-10-26 09:18:18.176764,271888.0,0,,
2025-10-26 09:18:23.177964,273728.0,0,,
2025-10-26 09:18:28.178264,274402.0,0,,
2025-10-26 09:18:33.178744,275130.0,0,,
2025-10-26 09:18:39.179824,276886.0,0,,
2025-10-26 09:18:44.179944,277074.0,0,,
2025-10-26 09:18:49.181324,279184.0,0,,
2025-10-26 09:18:55.181554,279372.0,0,,
2025-10-26 09:19:00.181734,279658.0,0,,
2025-10-26 09:19:05.183054,281678.0,0,,
2025-10-26 09:19:10.183384,282100.0,0,,
2025-10-26 09:19:16.183714,282566.0,0,,
2025-10-26 09:19:21.184974,284300.0,0,,
2025-10-26 09:19:26.185094,284488.0,0,,
2025-10-26 09:19:31.185274,284766.0,0,,
2025-10-26 09:19:37.186954,287382.0,0,,
2025-10-26 09:19:42.187134,287668.0,0,,
2025-10-26 09:19:47.187254,287856.0,0,,
2025-10-26 09:19:53.188574,289892.0,0,,
2025-10-26 09:19:58.188694,290080.0,0,,
2025-10-26 09:20:03.188874,290358.0,0,,
2025-10-26 09:20:08.190824,293438.0,0,,
2025-10-26 09:20:14.191064,293830.0,0,,
2025-10-26 09:20:19.191184,294018.0,0,,
2025-10-26 09:20:24.193044,296918.0,0,,
2025-10-26 09:20:30.193254,297196.0,0,,
2025-10-26 09:20:35.193434,297482.0,0,,
2025-10-26 09:20:40.194694,299484.0,0,,
2025-10-26 09:20:45.194874,299770.0,0,,
2025-10-26 09:20:51.196374,302248.0,0,,
2025-10-26 09:20:56.196494,302436.0,0,,
2025-10-26 09:21:01.196674,302722.0,0,,
2025-10-26 09:21:07.198054,304904.0,0,,
2025-10-26 09:21:12.198294,305288.0,0,,
2025-10-26 09:21:17.198414,305468.0,0,,
2025-10-26 09:21:22.199794,307658.0,0,,
2025-10-26 09:21:28.200004,307936.0,0,,
2025-10-26 09:21:33.200574,308866.0,0,,
2025-10-26 09:21:38.202134,311338.0,0,,
2025-10-26 09:21:44.202314,311624.0,0,,
2025-10-26 09:21:49.202434,311812.0,0,,
2025-10-26 09:21:54.203874,314100.0,0,,
2025-10-26 09:21:59.203994,314288.0,0,,
2025-10-26 09:22:05.204414,314958.0,0,,
2025-10-26 09:22:10.205734,317014.0,0,,
2025-10-26 09:22:15.205974,317414.0,0,,
2025-10-26 09:22:20.206094,317602.0,0,,
2025-10-26 09:22:26.207474,319784.0,0,,
2025-10-26 09:22:31.207594,319972.0,0,,
2025-10-26 09:22:36.207864,320348.0,0,,
2025-10-26 09:22:41.208944,322000.0,0,,
2025-10-26 09:22:47.209124,322286.0,0,,
2025-10-26 09:22:52.210504,324404.0,0,,
2025-10-26 09:22:57.210684,324690.0,0,,
2025-10-26 09:23:02.210804,324870.0,0,,
2025-10-26 09:23:08.212304,327224.0,0,,
2025-10-26 09:23:13.212604,327682.0,0,,
2025-10-26 09:23:18.212954,328058.0,0,,
2025-10-26 09:23:24.214214,330088.0,0,,
2025-10-26 09:23:29.214544,330518.0,0,,
2025-10-26 09:23:34.214754,330796.0,0,,
2025-10-26 09:23:39.216164,332970.0,0,,
2025-10-26 09:23:45.216284,333158.0,0,,
2025-10-26 09:23:50.216644,333738.0,0,,
2025-10-26 09:23:55.217964,335858.0,0,,
2025-10-26 09:24:00.218144,336136.0,0,,
2025-10-26 09:24:06.218324,336414.0,0,,
2025-10-26 09:24:11.219584,338408.0,0,,
2025-10-26 09:24:16.219764,338694.0,0,,
2025-10-26 09:24:22.219944,338980.0,0,,
2025-10-26 09:24:27.221354,341146.0,0,,
2025-10-26 09:24:32.221534,341432.0,0,,
2025-10-26 09:24:37.221714,341718.0,0,,
2025-10-26 09:24:43.223244,344236.0,0,,
2025-10-26 09:24:48.223424,344522.0,0,,
2025-10-26 09:24:53.224654,346312.0,0,,
2025-10-26 09:24:59.224834,346598.0,0,,
2025-10-26 09:25:04.224954,346786.0,0,,
2025-10-26 09:25:09.226274,348814.0,0,,
2025-10-26 09:25:15.226454,349116.0,0,,
2025-10-26 09:25:20.226634,349402.0,0,,
2025-10-26 09:25:25.227834,351278.0,0,,
2025-10-26 09:25:30.228374,352136.0,0,,
2025-10-26 09:25:36.228494,352324.0,0,,
2025-10-26 09:25:41.229934,354560.0,0,,
2025-10-26 09:25:46.230054,354748.0,0,,
2025-10-26 09:25:52.230234,355124.0,0,,
2025-10-26 09:25:57.231734,357594.0,0,,
2025-10-26 09:26:02.231914,357880.0,0,,
2025-10-26 09:26:07.232034,358068.0,0,,
2025-10-26 09:26:13.233594,360592.0,0,,
2025-10-26 09:26:18.233714,360780.0,0,,
2025-10-26 09:26:23.233894,361066.0,0,,
2025-10-26 09:26:28.235334,363294.0,0,,
2025-10-26 09:26:34.235514,363580.0,0,,
2025-10-26 09:26:39.235634,363768.0,0,,
2025-10-26 09:26:44.237104,365976.0,0,,
2025-10-26 09:26:49.237224,366164.0,0,,
2025-10-26 09:26:55.238694,368444.0,0,,
2025-10-26 09:27:00.238814,368632.0,0,,
2025-10-26 09:27:05.238994,368918.0,0,,
2025-10-26 09:27:10.240494,371308.0,0,,
2025-10-26 09:27:16.240914,371978.0,0,,
2025-10-26 09:27:21.241094,372256.0,0,,
2025-10-26 09:27:26.242834,375022.0,0,,
2025-10-26 09:27:31.242954,375202.0,0,,
2025-10-26 09:27:37.243134,375488.0,0,,
2025-10-26 09:27:42.244814,378132.0,0,,
2025-10-26 09:27:47.244994,378418.0,0,,
2025-10-26 09:27:53.245204,378688.0,0,,
2025-10-26 09:27:58.246494,380646.0,0,,
2025-10-26 09:28:03.246614,380834.0,0,,
2025-10-26 09:28:08.246854,381210.0,0,,
2025-10-26 09:28:14.248174,383250.0,0,,
2025-10-26 09:28:19.248354,383536.0,0,,
2025-10-26 09:28:24.248624,383868.0,0,,
2025-10-26 09:28:29.250004,385994.0,0,,
2025-10-26 09:28:35.250124,386182.0,0,,
2025-10-26 09:28:40.250304,386558.0,0,,
2025-10-26 09:28:45.251924,389236.0,0,,
2025-10-26 09:28:50.252104,389514.0,0,,
2025-10-26 09:28:56.253244,391272.0,0,,
2025-10-26 09:29:01.254534,393294.0,0,,
2025-10-26 09:29:06.255314,394534.0,0,,
2025-10-26 09:29:12.256574,396592.0,0,,
2025-10-26 09:29:17.256814,396992.0,0,,
2025-10-26 09:29:22.256934,397180.0,0,,
2025-10-26 09:29:28.258134,399028.0,0,,
2025-10-26 09:29:33.258254,399216.0,0,,
2025-10-26 09:29:38.258434,399502.0,0,,
2025-10-26 09:29:44.259754,401658.0,0,,
2025-10-26 09:29:49.259934,401944.0,0,,
2025-10-26 09:29:54.260054,402124.0,0,,
2025-10-26 09:29:59.261674,404602.0,0,,
2025-10-26 09:30:05.261794,404790.0,0,,
2025-10-26 09:30:10.262154,405256.0,0,,
2025-10-26 09:30:15.263714,407644.0,0,,
2025-10-26 09:30:20.264004,407930.0,0,,
2025-10-26 09:30:26.264124,408118.0,0,,
2025-10-26 09:30:31.266194,411514.0,0,,
2025-10-26 09:30:36.266314,411702.0,0,,
2025-10-26 09:30:41.266614,412192.0,0,,
2025-10-26 09:30:47.267874,414158.0,0,,
2025-10-26 09:30:52.268114,414534.0,0,,
2025-10-26 09:30:57.268234,414722.0,0,,
2025-10-26 09:31:02.269944,417398.0,0,,
2025-10-26 09:31:08.270064,417586.0,0,,
2025-10-26 09:31:13.271894,420578.0,0,,
2025-10-26 09:31:18.272014,420758.0,0,,
2025-10-26 09:31:24.272254,421134.0,0,,
2025-10-26 09:31:29.273454,422982.0,0,,
2025-10-26 09:31:35.273634,423260.0,0,,
2025-10-26 09:31:48.275194,425716.0,0,,
2025-10-26 09:31:55.275314,425904.0,0,,
2025-10-26 09:32:00.275494,426190.0,0,,
2025-10-26 09:32:05.276694,428082.0,0,,
2025-10-26 09:32:11.276964,428458.0,0,,
2025-10-26 09:32:16.277234,428834.0,0,,
2025-10-26 09:32:21.279124,431736.0,0,,
2025-10-26 09:32:27.279394,432068.0,0,,
2025-10-26 09:32:32.279754,432656.0,0,,
2025-10-26 09:32:37.281134,434758.0,0,,
2025-10-26 09:32:42.281314,435036.0,0,,
2025-10-26 09:32:48.281494,435314.0,0,,
2025-10-26 09:32:53.282694,437146.0,0,,
2025-10-26 09:32:58.282934,437730.0,0,,
2025-10-26 09:33:04.283114,438016.0,0,,
2025-10-26 09:33:09.284254,439806.0,0,,
2025-10-26 09:33:14.284644,440334.0,0,,
2025-10-26 09:33:19.284764,440522.0,0,,
2025-10-26 09:33:25.286114,442614.0,0,,
2025-10-26 09:33:30.286234,442802.0,0,,
2025-10-26 09:33:35.286414,443088.0,0,,
2025-10-26 09:33:41.287794,445270.0,0,,
2025-10-26 09:33:49.288154,445834.0,0,,
2025-10-26 09:33:57.289054,447244.0,0,,
2025-10-26 09:34:03.289234,447530.0,0,,
2025-10-26 09:34:08.290614,449720.0,0,,
2025-10-26 09:34:13.290854,450096.0,0,,
2025-10-26 09:34:18.290974,450284.0,0,,
2025-10-26 09:34:24.292774,453120.0,0,,
2025-10-26 09:34:29.293164,453804.0,0,,
2025-10-26 09:34:34.293344,454082.0,0,,
2025-10-26 09:34:39.294844,456420.0,0,,
2025-10-26 09:34:45.295024,456706.0,0,,
2025-10-26 09:34:50.295144,456894.0,0,,
2025-10-26 09:34:55.296854,459522.0,0,,
2025-10-26 09:35:01.296974,459710.0,0,,
2025-10-26 09:35:06.297154,459996.0,0,,
2025-10-26 09:35:11.298714,462368.0,0,,
2025-10-26 09:35:16.298954,462760.0,0,,
2025-10-26 09:35:22.299074,462948.0,0,,
2025-10-26 09:35:27.300694,465570.0,0,,
2025-10-26 09:35:32.300904,465840.0,0,,
2025-10-26 09:35:37.301084,466126.0,0,,
2025-10-26 09:35:43.302344,468084.0,0,,
2025-10-26 09:35:48.302524,468370.0,0,,
2025-10-26 09:35:53.302644,468558.0,0,,
2025-10-26 09:35:58.304054,470630.0,0,,
2025-10-26 09:36:04.304174,470818.0,0,,
2025-10-26 09:36:09.304474,471316.0,0,,
2025-10-26 09:36:14.305914,473588.0,0,,
2025-10-26 09:36:19.306094,473874.0,0,,
2025-10-26 09:36:25.307654,476326.0,0,,
2025-10-26 09:36:30.307984,476756.0,0,,
2025-10-26 09:36:35.308164,477042.0,0,,
2025-10-26 09:36:41.309574,479144.0,0,,
2025-10-26 09:36:46.309864,479430.0,0,,
2025-10-26 09:36:51.309984,479610.0,0,,
2025-10-26 09:36:57.311424,481934.0,0,,
2025-10-26 09:37:02.311604,482212.0,0,,
2025-10-26 09:37:07.311844,482588.0,0,,
2025-10-26 09:37:12.313344,485006.0,0,,
2025-10-26 09:37:18.313614,485382.0,0,,
2025-10-26 09:37:23.313734,485570.0,0,,
2025-10-26 09:37:28.315294,488014.0,0,,
2025-10-26 09:37:33.315414,488202.0,0,,
2025-10-26 09:37:39.315594,488488.0,0,,
2025-10-26 09:37:44.317364,491294.0,0,,
2025-10-26 09:37:49.317814,491964.0,0,,
2025-10-26 09:37:54.317934,492144.0,0,,
2025-10-26 09:38:00.319314,494318.0,0,,
2025-10-26 09:38:05.319434,494506.0,0,,
2025-10-26 09:38:10.319614,494784.0,0,,
2025-10-26 09:38:16.320934,496812.0,0,,
2025-10-26 09:38:21.321114,497098.0,0,,
2025-10-26 09:38:26.322374,499136.0,0,,
2025-10-26 09:38:31.322554,499422.0,0,,
2025-10-26 09:38:37.322674,499610.0,0,,
2025-10-26 09:38:42.324054,501764.0,0,,
2025-10-26 09:38:47.324264,502042.0,0,,
2025-10-26 09:38:52.324444,502320.0,0,,
2025-10-26 09:38:58.325974,504566.0,0,,
2025-10-26 09:39:03.326154,504852.0,0,,
2025-10-26 09:39:08.326274,505040.0,0,,
2025-10-26 09:39:14.328134,507978.0,0,,
2025-10-26 09:39:19.328254,508166.0,0,,
2025-10-26 09:39:24.328434,508452.0,0,,
2025-10-26 09:39:29.329874,510832.0,0,,
2025-10-26 09:39:35.330234,511412.0,0,,
2025-10-26 09:39:40.330354,511600.0,0,,
2025-10-26 09:39:45.331764,513770.0,0,,
2025-10-26 09:39:50.331974,514040.0,0,,
2025-10-26 09:39:56.332154,514326.0,0,,
2025-10-26 09:40:01.333474,516418.0,0,,
2025-10-26 09:40:06.333654,516704.0,0,,
2025-10-26 09:40:11.333774,516892.0,0,,
2025-10-26 09:40:17.335094,518928.0,0,,
2025-10-26 09:40:22.335214,519116.0,0,,
2025-10-26 09:40:27.335394,519402.0,0,,
2025-10-26 09:40:32.336834,521650.0,0,,
2025-10-26 09:40:38.337014,521936.0,0,,
2025-10-26 09:40:43.338394,524074.0,0,,
2025-10-26 09:40:48.338964,525052.0,0,,
2025-10-26 09:40:53.339084,525232.0,0,,
2025-10-26 09:40:59.340674,527720.0,0,,
2025-10-26 09:41:04.340794,527908.0,0,,
2025-10-26 09:41:09.340974,528194.0,0,,
2025-10-26 09:41:14.342534,530706.0,0,,
2025-10-26 09:41:20.343254,532106.0,0,,
2025-10-26 09:41:25.343434,532392.0,0,,
2025-10-26 09:41:30.344784,534500.0,0,,
2025-10-26 09:41:36.344964,534786.0,0,,
2025-10-26 09:41:41.345084,534974.0,0,,
2025-10-26 09:41:46.346404,537038.0,0,,
2025-10-26 09:41:51.346524,537218.0,0,,
2025-10-26 09:41:57.346704,537504.0,0,,
2025-10-26 09:42:02.348174,539732.0,0,,
2025-10-26 09:42:07.348354,540018.0,0,,
2025-10-26 09:42:12.348594,540386.0,0,,
2025-10-26 09:42:18.349854,542332.0,0,,
2025-10-26 09:42:23.349974,542520.0,0,,
2025-10-26 09:42:28.350154,542806.0,0,,
